city,date,rate,state
Aizwal,2020-10-09,69.9,Mizoram
Aizwal,2020-10-10,69.9,Mizoram
Aizwal,2020-10-11,69.9,Mizoram
Aizwal,2020-10-12,69.9,Mizoram
Aizwal,2020-10-13,69.9,Mizoram
Aizwal,2020-10-14,69.9,Mizoram
Aizwal,2020-10-15,69.9,Mizoram
Aizwal,2020-10-16,69.9,Mizoram
Aizwal,2020-10-17,69.9,Mizoram
Aizwal,2020-10-18,69.9,Mizoram
Aizwal,2020-10-19,69.9,Mizoram
Aizwal,2020-10-20,69.9,Mizoram
Aizwal,2020-10-21,69.9,Mizoram
Aizwal,2020-10-22,69.9,Mizoram
Aizwal,2020-10-23,69.9,Mizoram
Aizwal,2020-10-24,69.9,Mizoram
Aizwal,2020-10-25,69.9,Mizoram
Aizwal,2020-10-26,69.9,Mizoram
Aizwal,2020-10-27,69.9,Mizoram
Aizwal,2020-10-28,69.9,Mizoram
Aizwal,2020-10-29,69.9,Mizoram
Aizwal,2020-10-30,69.9,Mizoram
Aizwal,2020-10-31,69.9,Mizoram
Aizwal,2020-11-01,69.9,Mizoram
Aizwal,2020-11-02,69.9,Mizoram
Aizwal,2020-11-03,69.9,Mizoram
Aizwal,2020-11-04,69.9,Mizoram
Aizwal,2020-11-05,69.9,Mizoram
Aizwal,2020-11-06,69.9,Mizoram
Aizwal,2020-11-07,69.9,Mizoram
Aizwal,2020-11-08,69.9,Mizoram
Aizwal,2020-11-09,69.9,Mizoram
Aizwal,2020-11-10,69.9,Mizoram
Aizwal,2020-11-11,69.9,Mizoram
Aizwal,2020-11-12,69.9,Mizoram
Aizwal,2020-11-13,69.9,Mizoram
Aizwal,2020-11-14,69.9,Mizoram
Aizwal,2020-11-15,69.9,Mizoram
Aizwal,2020-11-16,69.9,Mizoram
Aizwal,2020-11-17,69.9,Mizoram
Aizwal,2020-11-18,69.9,Mizoram
Aizwal,2020-11-19,69.9,Mizoram
Aizwal,2020-11-20,70.19,Mizoram
Aizwal,2020-11-21,70.38,Mizoram
Aizwal,2020-11-22,70.54,Mizoram
Aizwal,2020-11-23,70.72,Mizoram
Aizwal,2020-11-24,70.87,Mizoram
Aizwal,2020-11-25,70.87,Mizoram
Aizwal,2020-11-26,71.08,Mizoram
Aizwal,2020-11-27,71.31,Mizoram
Aizwal,2020-11-28,71.58,Mizoram
Aizwal,2020-11-29,71.86,Mizoram
Aizwal,2020-11-30,71.86,Mizoram
Aizwal,2020-12-01,71.86,Mizoram
Aizwal,2020-12-02,72.09,Mizoram
Aizwal,2020-12-03,72.28,Mizoram
Aizwal,2020-12-04,72.5,Mizoram
Aizwal,2020-12-05,72.75,Mizoram
Aizwal,2020-12-06,73.03,Mizoram
Aizwal,2020-12-07,73.29,Mizoram
Aizwal,2020-12-08,73.29,Mizoram
Aizwal,2020-12-09,73.29,Mizoram
Aizwal,2020-12-10,73.29,Mizoram
Aizwal,2020-12-11,73.29,Mizoram
Aizwal,2020-12-12,73.29,Mizoram
Aizwal,2020-12-13,73.29,Mizoram
Aizwal,2020-12-14,73.29,Mizoram
Aizwal,2020-12-15,73.29,Mizoram
Aizwal,2020-12-16,73.29,Mizoram
Aizwal,2020-12-17,73.29,Mizoram
Aizwal,2020-12-18,73.29,Mizoram
Aizwal,2020-12-19,73.29,Mizoram
Aizwal,2020-12-20,73.29,Mizoram
Aizwal,2020-12-21,73.29,Mizoram
Aizwal,2020-12-22,73.29,Mizoram
Aizwal,2020-12-23,73.29,Mizoram
Aizwal,2020-12-24,73.29,Mizoram
Aizwal,2020-12-25,73.29,Mizoram
Aizwal,2020-12-26,73.29,Mizoram
Aizwal,2020-12-27,73.29,Mizoram
Aizwal,2020-12-28,73.29,Mizoram
Aizwal,2020-12-29,73.29,Mizoram
Aizwal,2020-12-30,73.29,Mizoram
Aizwal,2020-12-31,73.29,Mizoram
Allahabad,2016-04-05,51.08,Uttar Pradesh
Allahabad,2016-04-16,49.98,Uttar Pradesh
Allahabad,2016-05-01,52.47,Uttar Pradesh
Allahabad,2016-05-17,53.55,Uttar Pradesh
Allahabad,2016-06-01,55.48,Uttar Pradesh
Allahabad,2016-06-16,56.56,Uttar Pradesh
Allahabad,2016-07-01,56.24,Uttar Pradesh
Allahabad,2016-07-15,55.77,Uttar Pradesh
Allahabad,2016-08-01,54.04,Uttar Pradesh
Allahabad,2016-08-15,52.33,Uttar Pradesh
Allahabad,2016-09-01,54.62,Uttar Pradesh
Allahabad,2016-09-15,54.34,Uttar Pradesh
Allahabad,2016-10-01,54.27,Uttar Pradesh
Allahabad,2016-10-05,54.35,Uttar Pradesh
Allahabad,2016-10-15,56.73,Uttar Pradesh
Allahabad,2016-11-06,57.61,Uttar Pradesh
Allahabad,2016-11-16,56.15,Uttar Pradesh
Allahabad,2016-12-01,56.03,Uttar Pradesh
Allahabad,2016-12-17,57.84,Uttar Pradesh
Allahabad,2017-01-01,58.82,Uttar Pradesh
Allahabad,2017-01-16,59.84,Uttar Pradesh
Allahabad,2017-04-01,57.05,Uttar Pradesh
Allahabad,2017-04-16,58.1,Uttar Pradesh
Allahabad,2017-05-01,58.54,Uttar Pradesh
Allahabad,2017-05-16,56.46,Uttar Pradesh
Allahabad,2017-06-01,57.35,Uttar Pradesh
Allahabad,2017-06-16,56.02,Uttar Pradesh
Allahabad,2017-06-19,55.61,Uttar Pradesh
Allahabad,2017-06-21,55.57,Uttar Pradesh
Allahabad,2017-06-26,55.2,Uttar Pradesh
Allahabad,2017-06-30,55.14,Uttar Pradesh
Allahabad,2017-07-03,55.11,Uttar Pradesh
Allahabad,2017-07-10,56.04,Uttar Pradesh
Allahabad,2017-07-17,55.91,Uttar Pradesh
Allahabad,2017-07-24,55.87,Uttar Pradesh
Allahabad,2017-08-01,56.42,Uttar Pradesh
Allahabad,2017-08-07,57.3,Uttar Pradesh
Allahabad,2017-08-14,57.85,Uttar Pradesh
Allahabad,2017-08-21,57.64,Uttar Pradesh
Allahabad,2017-08-28,57.66,Uttar Pradesh
Allahabad,2017-09-04,58.54,Uttar Pradesh
Allahabad,2017-09-11,59.63,Uttar Pradesh
Allahabad,2017-09-19,59.83,Uttar Pradesh
Allahabad,2017-09-25,59.72,Uttar Pradesh
Allahabad,2017-10-03,60.07,Uttar Pradesh
Allahabad,2017-10-04,58.16,Uttar Pradesh
Allahabad,2017-10-09,58.23,Uttar Pradesh
Allahabad,2017-10-16,58.16,Uttar Pradesh
Allahabad,2017-10-24,58.34,Uttar Pradesh
Allahabad,2017-10-30,58.78,Uttar Pradesh
Allahabad,2017-11-06,59.32,Uttar Pradesh
Allahabad,2017-11-13,59.43,Uttar Pradesh
Allahabad,2017-11-20,59.44,Uttar Pradesh
Allahabad,2017-11-27,59.45,Uttar Pradesh
Allahabad,2017-12-05,59.53,Uttar Pradesh
Allahabad,2017-12-11,59.48,Uttar Pradesh
Allahabad,2017-12-18,59.63,Uttar Pradesh
Allahabad,2017-12-26,60.28,Uttar Pradesh
Allahabad,2018-01-01,60.62,Uttar Pradesh
Allahabad,2018-01-02,65.95,Uttar Pradesh
Allahabad,2018-01-05,60.82,Uttar Pradesh
Allahabad,2018-01-08,61.29,Uttar Pradesh
Allahabad,2018-01-09,61.39,Uttar Pradesh
Allahabad,2018-01-10,61.51,Uttar Pradesh
Allahabad,2018-01-11,61.66,Uttar Pradesh
Allahabad,2018-01-12,61.81,Uttar Pradesh
Allahabad,2018-01-15,62.29,Uttar Pradesh
Allahabad,2018-01-16,62.41,Uttar Pradesh
Allahabad,2018-01-17,62.56,Uttar Pradesh
Allahabad,2018-01-18,62.72,Uttar Pradesh
Allahabad,2018-01-19,62.88,Uttar Pradesh
Allahabad,2018-01-23,63.54,Uttar Pradesh
Allahabad,2018-01-24,63.69,Uttar Pradesh
Allahabad,2018-01-25,63.82,Uttar Pradesh
Allahabad,2018-01-29,64.16,Uttar Pradesh
Allahabad,2018-01-30,64.22,Uttar Pradesh
Allahabad,2018-02-01,64.31,Uttar Pradesh
Allahabad,2018-02-05,64.34,Uttar Pradesh
Allahabad,2018-02-06,64.41,Uttar Pradesh
Allahabad,2018-02-08,64.35,Uttar Pradesh
Allahabad,2018-02-09,64.31,Uttar Pradesh
Allahabad,2018-02-12,63.89,Uttar Pradesh
Allahabad,2018-02-13,63.79,Uttar Pradesh
Allahabad,2018-02-15,63.64,Uttar Pradesh
Allahabad,2018-02-16,63.38,Uttar Pradesh
Allahabad,2018-02-19,62.88,Uttar Pradesh
Allahabad,2018-02-20,62.76,Uttar Pradesh
Allahabad,2018-02-23,62.69,Uttar Pradesh
Allahabad,2018-02-26,62.65,Uttar Pradesh
Allahabad,2018-02-27,62.64,Uttar Pradesh
Allahabad,2018-03-01,62.78,Uttar Pradesh
Allahabad,2018-03-02,62.98,Uttar Pradesh
Allahabad,2018-03-05,63.33,Uttar Pradesh
Allahabad,2018-03-06,63.39,Uttar Pradesh
Allahabad,2018-03-08,63.34,Uttar Pradesh
Allahabad,2018-03-09,63.32,Uttar Pradesh
Allahabad,2018-03-12,63.31,Uttar Pradesh
Allahabad,2018-03-13,63.29,Uttar Pradesh
Allahabad,2018-03-15,63.31,Uttar Pradesh
Allahabad,2018-03-16,63.26,Uttar Pradesh
Allahabad,2018-03-19,63.19,Uttar Pradesh
Allahabad,2018-03-20,63.25,Uttar Pradesh
Allahabad,2018-03-22,63.32,Uttar Pradesh
Allahabad,2018-03-23,63.43,Uttar Pradesh
Allahabad,2018-03-26,63.99,Uttar Pradesh
Allahabad,2018-03-27,64.08,Uttar Pradesh
Allahabad,2018-03-29,64.21,Uttar Pradesh
Allahabad,2018-03-30,64.4,Uttar Pradesh
Allahabad,2018-04-02,64.85,Uttar Pradesh
Allahabad,2018-04-03,65.01,Uttar Pradesh
Allahabad,2018-04-05,65.03,Uttar Pradesh
Allahabad,2018-04-09,65.1,Uttar Pradesh
Allahabad,2018-04-10,65.13,Uttar Pradesh
Allahabad,2018-04-12,65.1,Uttar Pradesh
Allahabad,2018-04-13,65.13,Uttar Pradesh
Allahabad,2018-04-16,65.32,Uttar Pradesh
Allahabad,2018-04-19,65.39,Uttar Pradesh
Allahabad,2018-04-20,65.43,Uttar Pradesh
Allahabad,2018-04-23,65.87,Uttar Pradesh
Allahabad,2018-04-24,66.05,Uttar Pradesh
Allahabad,2018-05-14,66.27,Uttar Pradesh
Allahabad,2018-05-15,66.49,Uttar Pradesh
Allahabad,2018-05-16,66.7,Uttar Pradesh
Allahabad,2018-05-17,66.93,Uttar Pradesh
Allahabad,2018-05-18,66.27,Uttar Pradesh
Allahabad,2018-05-21,67.96,Uttar Pradesh
Allahabad,2018-05-22,68.22,Uttar Pradesh
Allahabad,2018-05-23,68.49,Uttar Pradesh
Allahabad,2018-05-24,68.68,Uttar Pradesh
Allahabad,2018-05-25,68.9,Uttar Pradesh
Allahabad,2018-05-26,69.05,Uttar Pradesh
Allahabad,2018-05-27,69.21,Uttar Pradesh
Allahabad,2018-05-28,69.32,Uttar Pradesh
Allahabad,2018-05-29,69.46,Uttar Pradesh
Allahabad,2018-05-31,69.4,Uttar Pradesh
Allahabad,2018-06-01,69.35,Uttar Pradesh
Allahabad,2018-06-02,69.26,Uttar Pradesh
Allahabad,2018-06-04,69.12,Uttar Pradesh
Allahabad,2018-06-05,69.03,Uttar Pradesh
Allahabad,2018-06-06,68.95,Uttar Pradesh
Allahabad,2018-06-07,68.88,Uttar Pradesh
Allahabad,2018-06-08,68.73,Uttar Pradesh
Allahabad,2018-06-09,68.42,Uttar Pradesh
Allahabad,2018-06-10,68.24,Uttar Pradesh
Allahabad,2018-06-11,68.09,Uttar Pradesh
Allahabad,2018-06-12,67.99,Uttar Pradesh
Allahabad,2018-06-17,67.92,Uttar Pradesh
Allahabad,2018-06-21,67.82,Uttar Pradesh
Allahabad,2018-06-23,67.75,Uttar Pradesh
Allahabad,2018-06-24,67.68,Uttar Pradesh
Allahabad,2018-06-25,67.62,Uttar Pradesh
Allahabad,2018-06-26,67.52,Uttar Pradesh
Allahabad,2018-07-05,67.64,Uttar Pradesh
Allahabad,2018-07-06,67.8,Uttar Pradesh
Allahabad,2018-07-09,68.21,Uttar Pradesh
Allahabad,2018-07-10,68.37,Uttar Pradesh
Allahabad,2018-07-12,68.44,Uttar Pradesh
Allahabad,2018-07-13,68.58,Uttar Pradesh
Allahabad,2018-07-16,68.6,Uttar Pradesh
Allahabad,2018-07-19,68.52,Uttar Pradesh
Allahabad,2018-07-20,68.4,Uttar Pradesh
Allahabad,2018-07-23,68.05,Uttar Pradesh
Allahabad,2018-07-24,67.95,Uttar Pradesh
Allahabad,2018-07-30,67.91,Uttar Pradesh
Allahabad,2018-07-31,67.98,Uttar Pradesh
Allahabad,2018-08-02,68.1,Uttar Pradesh
Allahabad,2018-08-03,68.19,Uttar Pradesh
Allahabad,2018-08-06,68.61,Uttar Pradesh
Allahabad,2018-08-07,68.67,Uttar Pradesh
Allahabad,2018-08-16,68.95,Uttar Pradesh
Allahabad,2018-08-17,69.03,Uttar Pradesh
Allahabad,2018-08-20,69.22,Uttar Pradesh
Allahabad,2018-08-21,69.28,Uttar Pradesh
Allahabad,2018-08-24,69.36,Uttar Pradesh
Allahabad,2018-08-25,65.48,Uttar Pradesh
Allahabad,2018-08-26,65.57,Uttar Pradesh
Allahabad,2018-08-27,69.65,Uttar Pradesh
Allahabad,2018-08-28,69.8,Uttar Pradesh
Allahabad,2018-08-29,69.94,Uttar Pradesh
Allahabad,2018-08-30,70.12,Uttar Pradesh
Allahabad,2018-08-31,70.4,Uttar Pradesh
Allahabad,2018-09-03,71.38,Uttar Pradesh
Allahabad,2018-09-04,71.57,Uttar Pradesh
Allahabad,2018-09-06,71.78,Uttar Pradesh
Allahabad,2018-09-07,72.31,Uttar Pradesh
Allahabad,2018-09-10,73.07,Uttar Pradesh
Allahabad,2018-09-11,73.21,Uttar Pradesh
Allahabad,2018-09-13,73.32,Uttar Pradesh
Allahabad,2018-09-14,73.54,Uttar Pradesh
Allahabad,2018-09-15,73.78,Uttar Pradesh
Allahabad,2018-09-16,73.97,Uttar Pradesh
Allahabad,2018-09-17,74.03,Uttar Pradesh
Allahabad,2018-09-18,74.12,Uttar Pradesh
Allahabad,2018-09-23,74.22,Uttar Pradesh
Allahabad,2018-09-24,74.27,Uttar Pradesh
Allahabad,2018-09-25,74.37,Uttar Pradesh
Allahabad,2018-09-27,74.49,Uttar Pradesh
Allahabad,2018-09-28,74.67,Uttar Pradesh
Allahabad,2018-09-30,75.04,Uttar Pradesh
Allahabad,2018-10-01,75.33,Uttar Pradesh
Allahabad,2018-10-02,75.48,Uttar Pradesh
Allahabad,2018-10-04,75.67,Uttar Pradesh
Allahabad,2018-10-05,71.08,Uttar Pradesh
Allahabad,2018-10-06,71.36,Uttar Pradesh
Allahabad,2018-10-07,71.65,Uttar Pradesh
Allahabad,2018-10-08,71.93,Uttar Pradesh
Allahabad,2018-10-09,72.21,Uttar Pradesh
Allahabad,2018-10-10,72.45,Uttar Pradesh
Allahabad,2018-10-11,72.71,Uttar Pradesh
Allahabad,2018-10-12,72.98,Uttar Pradesh
Allahabad,2018-10-13,73.27,Uttar Pradesh
Allahabad,2018-10-14,73.45,Uttar Pradesh
Allahabad,2018-10-15,73.53,Uttar Pradesh
Allahabad,2018-10-16,73.76,Uttar Pradesh
Allahabad,2018-10-18,73.65,Uttar Pradesh
Allahabad,2018-10-19,73.55,Uttar Pradesh
Allahabad,2018-10-20,73.43,Uttar Pradesh
Allahabad,2018-10-22,73.0,Uttar Pradesh
Allahabad,2018-10-23,72.93,Uttar Pradesh
Allahabad,2018-10-25,72.89,Uttar Pradesh
Allahabad,2018-10-26,72.82,Uttar Pradesh
Allahabad,2018-10-29,71.96,Uttar Pradesh
Allahabad,2018-10-30,71.89,Uttar Pradesh
Allahabad,2018-11-02,71.76,Uttar Pradesh
Allahabad,2018-11-05,71.32,Uttar Pradesh
Allahabad,2018-11-06,71.23,Uttar Pradesh
Allahabad,2018-11-12,70.51,Uttar Pradesh
Allahabad,2018-11-13,70.41,Uttar Pradesh
Allahabad,2018-11-15,70.32,Uttar Pradesh
Allahabad,2018-11-16,70.18,Uttar Pradesh
Allahabad,2018-11-19,69.72,Uttar Pradesh
Allahabad,2018-11-20,69.62,Uttar Pradesh
Allahabad,2018-11-22,69.36,Uttar Pradesh
Allahabad,2018-11-23,69.01,Uttar Pradesh
Allahabad,2018-11-26,67.92,Uttar Pradesh
Allahabad,2018-11-27,67.58,Uttar Pradesh
Allahabad,2018-11-28,67.24,Uttar Pradesh
Allahabad,2018-11-29,66.93,Uttar Pradesh
Allahabad,2018-11-30,66.58,Uttar Pradesh
Allahabad,2018-12-01,66.24,Uttar Pradesh
Allahabad,2018-12-02,65.95,Uttar Pradesh
Allahabad,2018-12-03,65.63,Uttar Pradesh
Allahabad,2018-12-04,65.4,Uttar Pradesh
Allahabad,2018-12-06,65.03,Uttar Pradesh
Allahabad,2018-12-07,64.68,Uttar Pradesh
Allahabad,2018-12-10,64.06,Uttar Pradesh
Allahabad,2018-12-11,63.88,Uttar Pradesh
Allahabad,2018-12-14,63.8,Uttar Pradesh
Allahabad,2018-12-17,63.72,Uttar Pradesh
Allahabad,2018-12-18,63.78,Uttar Pradesh
Allahabad,2018-12-21,63.65,Uttar Pradesh
Allahabad,2018-12-24,63.17,Uttar Pradesh
Allahabad,2018-12-27,63.11,Uttar Pradesh
Allahabad,2018-12-28,62.99,Uttar Pradesh
Allahabad,2018-12-31,62.34,Uttar Pradesh
Allahabad,2019-01-02,62.24,Uttar Pradesh
Allahabad,2019-01-04,62.05,Uttar Pradesh
Allahabad,2019-01-07,61.88,Uttar Pradesh
Allahabad,2019-01-10,62.12,Uttar Pradesh
Allahabad,2019-01-11,62.36,Uttar Pradesh
Allahabad,2019-01-14,63.54,Uttar Pradesh
Allahabad,2019-01-16,63.89,Uttar Pradesh
Allahabad,2019-01-17,64.05,Uttar Pradesh
Allahabad,2019-01-18,64.21,Uttar Pradesh
Allahabad,2019-01-21,64.85,Uttar Pradesh
Allahabad,2019-01-22,65.01,Uttar Pradesh
Allahabad,2019-01-25,65.1,Uttar Pradesh
Allahabad,2019-01-29,65.0,Uttar Pradesh
Allahabad,2019-01-31,64.93,Uttar Pradesh
Allahabad,2019-02-01,64.78,Uttar Pradesh
Allahabad,2019-02-05,64.61,Uttar Pradesh
Allahabad,2019-02-07,64.65,Uttar Pradesh
Allahabad,2019-02-11,64.7,Uttar Pradesh
Allahabad,2019-02-14,64.74,Uttar Pradesh
Allahabad,2019-02-15,64.79,Uttar Pradesh
Allahabad,2019-02-18,65.12,Uttar Pradesh
Allahabad,2019-02-19,65.17,Uttar Pradesh
Allahabad,2019-02-22,65.44,Uttar Pradesh
Allahabad,2019-02-25,65.71,Uttar Pradesh
Allahabad,2019-02-26,65.81,Uttar Pradesh
Allahabad,2019-02-28,65.88,Uttar Pradesh
Allahabad,2019-03-01,66.0,Uttar Pradesh
Allahabad,2019-03-04,66.36,Uttar Pradesh
Allahabad,2019-03-05,66.45,Uttar Pradesh
Allahabad,2019-03-08,66.36,Uttar Pradesh
Allahabad,2019-03-11,66.28,Uttar Pradesh
Allahabad,2019-03-12,66.22,Uttar Pradesh
Allahabad,2019-03-14,66.18,Uttar Pradesh
Allahabad,2019-03-15,66.09,Uttar Pradesh
Allahabad,2019-03-18,65.82,Uttar Pradesh
Allahabad,2019-03-19,65.73,Uttar Pradesh
Allahabad,2019-03-21,65.66,Uttar Pradesh
Allahabad,2019-03-22,65.6,Uttar Pradesh
Allahabad,2019-03-23,65.56,Uttar Pradesh
Allahabad,2019-03-25,65.46,Uttar Pradesh
Allahabad,2019-03-28,65.38,Uttar Pradesh
Allahabad,2019-03-29,65.3,Uttar Pradesh
Allahabad,2019-04-01,65.14,Uttar Pradesh
Allahabad,2019-04-04,65.19,Uttar Pradesh
Allahabad,2019-04-08,65.16,Uttar Pradesh
Allahabad,2019-04-12,65.23,Uttar Pradesh
Allahabad,2019-04-15,65.29,Uttar Pradesh
Allahabad,2019-04-16,65.33,Uttar Pradesh
Allahabad,2019-04-20,65.4,Uttar Pradesh
Allahabad,2019-04-22,65.46,Uttar Pradesh
Allahabad,2019-04-25,65.53,Uttar Pradesh
Allahabad,2019-04-26,65.59,Uttar Pradesh
Allahabad,2019-04-29,65.63,Uttar Pradesh
Allahabad,2019-04-30,65.67,Uttar Pradesh
Allahabad,2019-05-02,65.63,Uttar Pradesh
Allahabad,2019-05-05,65.59,Uttar Pradesh
Allahabad,2019-05-09,65.5,Uttar Pradesh
Allahabad,2019-05-10,65.43,Uttar Pradesh
Allahabad,2019-05-11,65.26,Uttar Pradesh
Allahabad,2019-05-12,65.12,Uttar Pradesh
Allahabad,2019-05-13,65.01,Uttar Pradesh
Allahabad,2019-05-14,64.91,Uttar Pradesh
Allahabad,2019-05-16,64.95,Uttar Pradesh
Allahabad,2019-05-17,64.99,Uttar Pradesh
Allahabad,2019-05-20,65.12,Uttar Pradesh
Allahabad,2019-05-21,65.2,Uttar Pradesh
Allahabad,2019-05-23,65.27,Uttar Pradesh
Allahabad,2019-05-24,65.41,Uttar Pradesh
Allahabad,2019-05-25,65.51,Uttar Pradesh
Allahabad,2019-05-26,65.57,Uttar Pradesh
Allahabad,2019-05-28,65.62,Uttar Pradesh
Allahabad,2019-05-30,65.56,Uttar Pradesh
Allahabad,2019-05-31,65.46,Uttar Pradesh
Allahabad,2019-06-01,65.45,Uttar Pradesh
Allahabad,2019-06-02,65.28,Uttar Pradesh
Allahabad,2019-06-03,64.94,Uttar Pradesh
Allahabad,2019-06-04,64.76,Uttar Pradesh
Allahabad,2019-06-06,64.47,Uttar Pradesh
Allahabad,2019-06-07,64.2,Uttar Pradesh
Allahabad,2019-06-10,63.76,Uttar Pradesh
Allahabad,2019-06-13,63.71,Uttar Pradesh
Allahabad,2019-06-14,63.57,Uttar Pradesh
Allahabad,2019-06-15,63.37,Uttar Pradesh
Allahabad,2019-06-16,63.29,Uttar Pradesh
Allahabad,2019-06-20,63.24,Uttar Pradesh
Allahabad,2019-06-24,63.34,Uttar Pradesh
Allahabad,2019-06-27,63.39,Uttar Pradesh
Allahabad,2019-06-28,63.44,Uttar Pradesh
Allahabad,2019-06-29,63.52,Uttar Pradesh
Allahabad,2019-06-30,63.59,Uttar Pradesh
Allahabad,2019-07-01,63.68,Uttar Pradesh
Allahabad,2019-07-02,63.73,Uttar Pradesh
Allahabad,2019-07-06,65.74,Uttar Pradesh
Allahabad,2019-07-08,65.67,Uttar Pradesh
Allahabad,2019-07-09,65.58,Uttar Pradesh
Allahabad,2019-07-11,65.45,Uttar Pradesh
Allahabad,2019-07-12,65.37,Uttar Pradesh
Allahabad,2019-07-25,65.31,Uttar Pradesh
Allahabad,2019-07-29,65.22,Uttar Pradesh
Allahabad,2019-07-30,65.16,Uttar Pradesh
Allahabad,2019-08-04,65.11,Uttar Pradesh
Allahabad,2019-08-08,65.02,Uttar Pradesh
Allahabad,2019-08-09,64.91,Uttar Pradesh
Allahabad,2019-08-10,64.81,Uttar Pradesh
Allahabad,2019-08-11,64.68,Uttar Pradesh
Allahabad,2019-08-12,64.63,Uttar Pradesh
Allahabad,2019-08-17,64.59,Uttar Pradesh
Allahabad,2019-08-18,64.49,Uttar Pradesh
Allahabad,2019-08-19,64.42,Uttar Pradesh
Allahabad,2019-08-20,65.34,Uttar Pradesh
Allahabad,2019-08-24,65.38,Uttar Pradesh
Allahabad,2019-08-25,65.48,Uttar Pradesh
Allahabad,2019-08-26,65.57,Uttar Pradesh
Allahabad,2019-08-27,65.57,Uttar Pradesh
Allahabad,2019-08-29,65.52,Uttar Pradesh
Allahabad,2019-08-30,65.47,Uttar Pradesh
Allahabad,2019-09-05,65.45,Uttar Pradesh
Allahabad,2019-09-06,65.39,Uttar Pradesh
Allahabad,2019-09-07,65.35,Uttar Pradesh
Allahabad,2019-09-10,65.39,Uttar Pradesh
Allahabad,2019-09-12,65.44,Uttar Pradesh
Allahabad,2019-09-13,65.53,Uttar Pradesh
Allahabad,2019-09-14,65.62,Uttar Pradesh
Allahabad,2019-09-15,65.68,Uttar Pradesh
Allahabad,2019-09-17,65.83,Uttar Pradesh
Allahabad,2019-09-18,66.07,Uttar Pradesh
Allahabad,2019-09-19,66.26,Uttar Pradesh
Allahabad,2019-09-20,66.55,Uttar Pradesh
Allahabad,2019-09-21,66.79,Uttar Pradesh
Allahabad,2019-09-22,67.0,Uttar Pradesh
Allahabad,2019-09-23,67.19,Uttar Pradesh
Allahabad,2019-09-24,67.33,Uttar Pradesh
Allahabad,2019-09-26,67.4,Uttar Pradesh
Allahabad,2019-09-27,67.5,Uttar Pradesh
Allahabad,2019-09-30,67.59,Uttar Pradesh
Allahabad,2019-10-01,67.78,Uttar Pradesh
Allahabad,2019-10-03,67.72,Uttar Pradesh
Allahabad,2019-10-04,67.63,Uttar Pradesh
Allahabad,2019-10-05,67.43,Uttar Pradesh
Allahabad,2019-10-07,67.19,Uttar Pradesh
Allahabad,2019-10-08,67.09,Uttar Pradesh
Allahabad,2019-10-10,67.03,Uttar Pradesh
Allahabad,2019-10-11,66.88,Uttar Pradesh
Allahabad,2019-10-12,66.74,Uttar Pradesh
Allahabad,2019-10-15,66.69,Uttar Pradesh
Allahabad,2019-10-18,66.59,Uttar Pradesh
Allahabad,2019-10-19,66.52,Uttar Pradesh
Allahabad,2019-10-20,66.45,Uttar Pradesh
Allahabad,2019-10-22,66.39,Uttar Pradesh
Allahabad,2019-10-24,66.34,Uttar Pradesh
Allahabad,2019-10-25,66.28,Uttar Pradesh
Allahabad,2019-10-26,66.23,Uttar Pradesh
Allahabad,2019-10-29,66.13,Uttar Pradesh
Allahabad,2019-11-01,66.02,Uttar Pradesh
Allahabad,2019-11-04,65.97,Uttar Pradesh
Allahabad,2019-11-08,66.06,Uttar Pradesh
Allahabad,2019-11-09,66.13,Uttar Pradesh
Allahabad,2019-11-11,66.07,Uttar Pradesh
Allahabad,2019-11-13,66.01,Uttar Pradesh
Allahabad,2019-11-19,66.06,Uttar Pradesh
Allahabad,2019-11-24,65.95,Uttar Pradesh
Allahabad,2019-11-29,66.0,Uttar Pradesh
Allahabad,2019-12-07,66.09,Uttar Pradesh
Allahabad,2019-12-08,66.19,Uttar Pradesh
Allahabad,2019-12-09,66.29,Uttar Pradesh
Allahabad,2019-12-10,66.3,Uttar Pradesh
Allahabad,2019-12-19,66.45,Uttar Pradesh
Allahabad,2019-12-20,66.6,Uttar Pradesh
Allahabad,2019-12-21,66.8,Uttar Pradesh
Allahabad,2019-12-22,67.0,Uttar Pradesh
Allahabad,2019-12-23,67.2,Uttar Pradesh
Allahabad,2019-12-24,67.25,Uttar Pradesh
Allahabad,2019-12-26,67.36,Uttar Pradesh
Allahabad,2019-12-27,67.51,Uttar Pradesh
Allahabad,2019-12-28,67.68,Uttar Pradesh
Allahabad,2019-12-29,67.87,Uttar Pradesh
Allahabad,2019-12-30,68.05,Uttar Pradesh
Allahabad,2019-12-31,68.23,Uttar Pradesh
Allahabad,2020-01-02,68.39,Uttar Pradesh
Allahabad,2020-01-03,68.54,Uttar Pradesh
Allahabad,2020-01-04,68.69,Uttar Pradesh
Allahabad,2020-01-05,68.8,Uttar Pradesh
Allahabad,2020-01-06,68.97,Uttar Pradesh
Allahabad,2020-01-07,69.07,Uttar Pradesh
Allahabad,2020-01-09,69.23,Uttar Pradesh
Allahabad,2020-01-10,69.34,Uttar Pradesh
Allahabad,2020-01-11,69.47,Uttar Pradesh
Allahabad,2020-01-12,69.42,Uttar Pradesh
Allahabad,2020-01-13,69.35,Uttar Pradesh
Allahabad,2020-01-16,69.21,Uttar Pradesh
Allahabad,2020-01-17,69.06,Uttar Pradesh
